Time (s),Ax_cycling,Ay_cycling,Az_cycling,Ax_metro,Ay_metro,Az_metro,X_metro,Y_metro,Z_metro,Ax_walking,Ay_walking,Az_walking,X_walking,Y_walking,Z_walking
0.0,-4.5257248878479,6.6831536293029785,7.320242881774902,,,,,,,,,,,,
0.017341514000000002,-4.37019157409668,6.417251110076904,7.167101860046387,,,,,,,,,,,,
0.217341514,-3.5416765213012695,5.883352756500244,7.143173694610596,,,,,,,,,,,,
0.417341514,-1.4515460729599,3.2644083499908447,8.165507316589355,,,,,,,,,,,,
0.617341514,0.12113664299249649,3.9658043384552,9.1085786819458,,,,,,,,,,,,
0.8173415140000001,-3.2018957138061523,-2.146361827850342,7.791927814483643,,,,,,,,,,,,
1.0173415140000002,-5.995815277099609,-1.052243709564209,6.307480335235596,,,,,,,,,,,,
1.2173415140000001,-3.300001621246338,-3.915555238723755,5.847759246826172,,,,,,,,,,,,
1.417341514,-6.426523208618164,-3.5733814239501953,9.348159790039062,,,,,,,,,,,,
1.617341514,2.905484914779663,-0.08255238085985184,12.022139549255371,,,,,,,,,,,,
1.8173415140000002,6.934699058532715,2.5196423530578613,7.181458950042725,,,,,,,,,,,,
2.017341514,3.396312713623047,0.04666004329919815,7.866105556488037,,,,,,,,,,,,
2.217341514,5.452943801879883,0.32183465361595154,7.150352478027344,,,,,,,,,,,,
2.4173415140000003,4.801796913146973,0.04666004329919815,10.116555213928223,,,,,,,,,,,,
2.617341514,2.1658036708831787,-2.0195422172546387,9.43310546875,,,,,,,,,,,,
2.817341514,5.476871967315674,-1.0857433080673218,9.16122055053711,,,,,,,,,,,,
3.0173415140000004,5.4744791984558105,-3.4031920433044434,11.786446571350098,,,,,,,,,,,,
3.217341514,4.9776692390441895,-1.7488542795181274,8.499305725097656,,,,,,,,,,,,
3.4173415140000003,2.596810817718506,-0.23240290582180023,10.847861289978027,,,,,,,,,,,,
3.617341514,3.9194436073303223,1.4051851034164429,10.218250274658203,,,,,,,,,,,,
3.817341514,5.078167915344238,2.6587250232696533,6.797111988067627,,,,,,,,,,,,
4.017341514,5.425426006317139,0.854536771774292,7.683054447174072,,,,,,,,,,,,
4.217341514,3.5518460273742676,1.1443674564361572,7.444669246673584,,,,,,,,,,,,
4.417341514,4.77667236328125,1.072582721710205,6.913163661956787,,,,,,,,,,,,
4.6173415140000005,4.938187599182129,-0.9577272534370422,8.007282257080078,,,,,,,,,,,,
4.817341514000001,6.727719783782959,-1.430608868598938,8.908778190612793,,,,,,,,,,,,
5.017341514,4.485645294189453,0.07417750358581543,9.581459999084473,,,,,,,,,,,,
5.217341514,1.2236297130584717,-2.5307090282440186,8.169096946716309,,,,,,,,,,,,
5.417341514,5.07936429977417,1.5275181531906128,8.455039024353027,,,,,,,,,,,,
5.6173415140000005,4.5083770751953125,-0.3723830282688141,8.427521705627441,,,,,,,,,,,,
5.817341514000001,7.0031938552856445,-1.5203397274017334,7.273582458496094,,,,,,,,,,,,
6.017341514,8.748458862304688,0.7863413691520691,9.836594581604004,,,,,,,,,,,,
6.217341514,4.122833251953125,-1.1395817995071411,11.044371604919434,,,,,,,,,,,,
6.417341514,9.360123634338379,-6.768098831176758,13.229019165039062,,,,,,,,,,,,
6.6173415140000005,-2.5902304649353027,8.448758125305176,2.1011974811553955,,,,,,,,,,,,
6.817341514000001,5.958128452301025,-1.0654042959213257,10.990533828735352,,,,,,,,,,,,
7.017341514000001,0.47198426723480225,6.252146244049072,10.053145408630371,,,,,,,,,,,,
7.217341514,2.0629122257232666,1.7153546810150146,6.818647384643555,,,,,,,,,,,,
7.417341514,4.23439884185791,2.8034908771514893,9.067900657653809,,,,,,,,,,,,
7.6173415140000005,2.9653055667877197,-2.2205393314361572,10.341480255126953,,,,,,,,,,,,
7.817341514000001,10.95583724975586,-3.479762315750122,14.829218864440918,,,,,,,,,,,,
8.017341514,5.553442478179932,-1.5622141361236572,7.821837902069092,,,,,,,,,,,,
8.217341514000001,1.6474584341049194,1.074975609779358,10.144072532653809,,,,,,,,,,,,
8.417341514,4.000799655914307,3.3708889484405518,8.106583595275879,,,,,,,,,,,,
8.617341514000001,3.8488552570343018,-0.6176473498344421,8.14636516571045,,,,,,,,,,,,
8.817341514,4.557429790496826,1.347757339477539,8.23250675201416,,,,,,,,,,,,
9.017341514,4.2571306228637695,-3.0418758392333984,7.614859104156494,,,,,,,,,,,,
9.217341514000001,3.5315070152282715,1.4051851034164429,11.979068756103516,,,,,,,,,,,,
9.417341514,8.338987350463867,-3.910769462585449,10.85862922668457,,,,,,,,,,,,
9.617341514000001,1.6785650253295898,-0.005982056725770235,4.763511657714844,,,,,,,,,,,,
9.817341514,-0.027218356728553772,2.1655044555664062,-0.004486542660742998,,,,,,,,,,,,
10.017341514,3.5255250930786133,-1.0893324613571167,12.160025596618652,,,,,,,,,,,,
10.217341514000001,1.6235301494598389,7.401299476623535,7.728518009185791,,,,,,,,,,,,
10.417341514,4.79102897644043,3.107379198074341,6.185446739196777,,,,,,,,,,,,
10.617341514000001,9.836594581604004,-6.203093528747559,10.176375389099121,,,,,,,,,,,,
10.817341514,7.547860145568848,-1.698604941368103,8.469395637512207,,,,,,,,,,,,
11.017341514,-1.461416482925415,6.500999927520752,-0.4713860750198364,,,,,,,,,,,,
11.217341514000001,-4.574777603149414,13.218849182128906,-0.23300109803676605,,,,,,,,,,,,
11.417341514,2.709273338317871,5.7792649269104,1.4536397457122803,,,,,,,,,,,,
11.617341514000001,-1.409671664237976,3.7588253021240234,7.81346321105957,,,,,,,,,,,,
11.817341514,10.378868103027344,-2.588136672973633,7.942675590515137,,,,,,,,,,,,
12.017341514,3.689732551574707,1.9606190919876099,8.421539306640625,,,,,,,,,,,,
12.217341514000001,3.5721850395202637,1.350150227546692,8.045567512512207,,,,,,,,,,,,
12.417341514,1.9046868085861206,4.661218643188477,6.69780969619751,,,,,,,,,,,,
12.617341514000001,1.4225330352783203,5.647659778594971,7.442276477813721,,,,,,,,,,,,
12.817341514,-0.4342973232269287,1.1359925270080566,14.719149589538574,,,,,,,,,,,,
13.017341514,4.659124851226807,1.9043877124786377,5.911468505859375,,,,,,,,,,,,
13.217341514000001,4.794618606567383,2.7819554805755615,7.800302505493164,,,,,,,,,,,,
13.417341514,0.4731806814670563,2.0650060176849365,6.382854461669922,,,,,,,,,,,,
13.617341514000001,4.8436713218688965,3.492922782897949,9.600603103637695,,,,,,,,,,,,
13.817341514,4.617250442504883,1.6710875034332275,12.304791450500488,,,,,,,,,,,,
14.017341514000002,6.722934246063232,-1.1156535148620605,9.185149192810059,,,,,,,,,,,,
14.217341514000001,0.5126622319221497,-2.540280342102051,11.095817565917969,,,,,,,,,,,,
14.417341514,-0.09661021083593369,1.1096714735031128,7.088139057159424,,,,,,,,,,,,
14.617341514000001,4.663910388946533,-1.9896320104599,7.838587760925293,,,,,,,,,,,,
14.817341514,2.5573291778564453,6.15045166015625,6.727719783782959,,,,,,,,,,,,
15.017341514000002,-1.35822594165802,8.80798053741455,0.6586244106292725,,,,,,,,,,,,
15.217341514000001,5.819045543670654,5.068297386169434,13.347463607788086,,,,,,,,,,,,
15.417341514,8.645566940307617,-4.2592244148254395,6.904788970947266,,,,,,,,,,,,
15.617341514000001,2.5645077228546143,-2.5929224491119385,9.9442720413208,,,,,,,,,,,,
15.817341514,5.891129493713379,-1.9070796966552734,10.706685066223145,,,,,,,,,,,,
16.017341514,9.340981483459473,-6.09541654586792,5.19541597366333,,,,,,,,,,,,
16.217341514,6.203392505645752,-1.8266209363937378,8.798707962036133,,,,,,,,,,,,
16.417341514,5.233701229095459,-2.258824586868286,7.485347270965576,,,,,,,,,,,,
16.617341514,4.063013076782227,-0.8297112584114075,10.126126289367676,,,,,,,,,,,,
16.817341514000002,3.8488552570343018,-0.41186460852622986,11.242976188659668,,,,,,,,,,,,
17.017341514,0.8850452899932861,4.515256404876709,11.524432182312012,,,,,,,,,,,,
17.217341514,-0.10378868132829666,8.11107063293457,8.541180610656738,,,,,,,,,,,,
17.417341514,3.55423903465271,3.699902057647705,7.505686283111572,,,,,,,,,,,,
17.617341514,2.2734806537628174,4.674378871917725,9.467801094055176,,,,,,,,,,,,
17.817341514000002,-0.9251250624656677,11.194820404052734,2.521436929702759,,,,,,,,,,,,
18.017341514,7.698607921600342,4.062713623046875,5.669494152069092,,,,,,,,,,,,
18.217341514,10.642078399658203,-1.4605190753936768,9.397212982177734,,,,,,,,,,,,
18.417341514,-2.612962245941162,-13.690834045410156,35.370704650878906,,,,,,,,,,,,
18.617341514,-0.238983154296875,-0.40229329466819763,1.7623138427734375,,,,,,,,,,,,
18.817341514000002,12.052348136901855,-7.03998327255249,19.635501861572266,,,,,,,,,,,,
19.017341514,2.7762725353240967,0.7025925517082214,7.522436141967773,,,,,,,,,,,,
19.217341514,1.3543375730514526,1.643570065498352,11.648859024047852,,,,,,,,,,,,
19.417341514,7.010372161865234,2.5232315063476562,5.705386638641357,,,,,,,,,,,,
19.617341514,9.830613136291504,-6.0487565994262695,11.165209770202637,,,,,,,,,,,,
19.817341514000002,4.804189682006836,-3.6044881343841553,7.479365348815918,,,,,,,,,,,,
20.017341514,0.3451646566390991,3.549154281616211,4.041477680206299,,,,,,,,,,,,
20.217341514,3.6670007705688477,5.366203784942627,7.319046497344971,,,,,,,,,,,,
20.417341514,5.033900737762451,1.6471593379974365,7.189833641052246,,,,,,,,,,,,
20.617341514,1.1171491146087646,2.4705893993377686,6.99840784072876,,,,,,,,,,,,
