Time (s),cycling_A_x,cycling_A_y,cycling_A_z,cycling_Gyr_x,cycling_Gyr_y,cycling_Gyr_z,cycling_freq,cycling_speed,walking_A_x,walking_A_y,walking_A_z,walking_Gyr_x,walking_Gyr_y,walking_Gyr_z,walking_freq,walking_speed,metro_A_x,metro_A_y,metro_A_z,metro_Gyr_x,metro_Gyr_y,metro_Gyr_z,metro_frequ,metro_doppler_speed
0.0,-4.937589645385742,4.652843475341797,8.306683540344238,0.05810684710741043,-0.2569376230239868,-0.034283801913261414,1003.1707692899561,1.0746540784358127,0.06590718359,-0.05739093326,-0.03239298999,-0.04914279655,-0.08839111775,0.005363208707,1001.308193,0.4442044545,-4.346861362457275,8.56002426147461,1.0842477083206177,-0.35360419750213623,-0.12010784447193146,0.050013117492198944,1000.597433,0.203006053
0.01768965,-4.5185465812683105,4.6408796310424805,8.117650985717773,-0.3348206579685211,-1.286978840827942,-0.43110546469688416,997.9697055620753,-0.6917044726378929,-0.1312197053,-0.01241977841,-0.09059909821,-0.08705943078,-0.2974116802,0.02745829709,1002.051301,0.6960144548,-3.8790645599365234,8.463712692260742,1.3878371715545654,-0.08528954535722733,-0.07597412914037704,0.49287739396095276,999.5064413,-2.841034355
0.21768965,-3.402892827987671,4.724628448486328,7.923532962799072,-1.7596982717514038,-1.0508863925933838,-0.014889402315020561,996.8669198694455,-1.0685952388991637,0.02411304027,0.1044585342,0.1566293657,-0.0354616344,-0.4486219287,-0.143072024,996.1788193,-1.304184975,-2.958127021789551,9.15703296661377,1.877468466758728,-0.03420744836330414,0.07719582319259644,0.827468991279602,999.8746652,-0.1678928084
0.41768965,-1.9663020372390747,5.062315464019775,9.719047546386719,-0.6444438695907593,2.8056979179382324,0.5625903010368347,999.0915082445925,-0.30916807348423614,0.9571406704,-0.4727674122,0.6447911811,-0.04653288051,-1.042046309,0.1406289935,996.0645584,-1.34333677,-1.0504491329193115,9.868598937988281,1.6262221336364746,-0.01252236869186163,0.018249060958623886,0.40033403038978577,996.5147645,2.294543289
0.6176896500000001,3.6191442012786865,1.7201403379440308,9.723833084106445,-1.7858883142471313,0.11262496560811996,0.6462000608444214,1002.3825213391744,0.8081318639086521,0.3308343653,-0.6964178561,-0.1217939937,0.840629518,0.1159297004,0.2653428614,1003.466162,1.174424262,-0.005383851006627083,9.833603858947754,1.7219350337982178,-0.3058817684650421,0.007101099472492933,0.14645062386989594,999.3606949,-2.667642741
0.81768965,-3.817150354385376,0.364905446767807,9.534799575805664,2.8008110523223877,-3.026289939880371,-2.617785930633545,1003.6605130706357,1.2400352786705238,0.5664724783,0.3861387196,-0.4323834711,0.1019335166,0.5959720612,0.1342050433,996.9800971,-1.029877118,0.02512463741004467,9.821938514709473,2.443371057510376,-0.01572931744158268,-0.08513683825731277,0.10185877978801727,999.3980775,-2.935711669
0.8474792083288776,-2.3207387924194336,-3.142374277114868,9.000901222229004,-0.5815265774726868,-2.1841607093811035,0.44301697611808777,996.0296628694927,-1.3552956048351872,0.8876219541,-0.154663678,0.4620955127,-0.529369235,-0.4852919877,0.3870791793,1000.388811,0.1321442488,0.0768694281578064,9.675378799438477,2.2938196659088135,-0.039857782423496246,-0.055587101727724075,0.016874656081199646,998.2624533,2.312044547
0.8974802500172462,0.0852443054318428,11.030912399291992,-0.9394819736480713,-0.20883341133594513,0.6164212226867676,-0.7858549952507019,1004.5005181501605,1.5233204397668776,1.724484375,1.806823404,0.1241586077,-0.7465847135,-1.246736526,-0.3810429275,997.8850462,-0.7206083283,-0.046061836183071136,9.865608215332031,2.407777786254883,0.04046862944960594,-0.08635853230953217,-0.02710634656250477,996.5656769,-2.607530316
0.9474812917056139,2.5465614795684814,-5.888437271118164,11.672786712646484,0.14515258371829987,-0.26365694403648376,-0.3468848764896393,1004.6792191324796,1.5835248452901984,0.6112427813,1.198016427,-0.2687666827,-0.07212902606,0.1598593444,-1.019418597,997.6386097,-0.8047730811,-0.05593222752213478,9.543474197387695,2.5298118591308594,0.0525328628718853,-0.13293562829494476,0.0231358390301466,997.1492756,-0.04261915926
0.9974823333939815,-0.7812566161155701,-0.9541380405426025,7.966603755950928,-0.14339639246463776,-0.2590755820274353,0.019088976085186005,1000.7487939908123,0.2543994640861902,-0.7422084251,-1.258423573,2.338659389,-0.7997723818,1.20996201,0.8113033175,1004.670976,1.58074824,-0.06669992953538895,9.414261817932129,2.227717876434326,0.07139277458190918,0.010002624243497849,-0.003359660040587187,998.0771854,-1.189124435
