Time (s),A_x,A_y,A_z,Gyr_x,Gyr_y,Gyr_z,freq,speed,state
2.514887792,7.22094059,1.653141379,7.089335442,-0.221355781,0.108425386,-0.301911265,998.4989842,-0.511112555,cycling
2.564888833,5.049454212,1.803889155,9.218647957,0.013285927,0.273583204,-0.531055331,1003.714122,1.258128646,cycling
2.614889875,2.158625126,5.256134033,11.65962696,-0.316953361,0.461876869,-0.960251868,1001.163273,0.395053124,cycling
2.61768965,8.833403587,5.657230854,7.469794273,0.10132429,-0.187988237,0.009620844,998.151359,-0.629702048,cycling
2.664890917,3.633501291,2.566302299,7.163512707,-0.110105217,-0.017790927,-0.468825281,997.1148367,-0.983793933,cycling
2.714891958,5.871986866,-1.936989903,4.190131664,0.033367533,-0.248385772,-0.064444385,1001.096008,0.372234752,cycling
2.764893,1.9600209,6.303592205,14.04646683,0.123543859,-0.174702317,0.081395395,996.7042822,-1.124249254,cycling
2.814894042,2.72961235,6.041578293,8.597412109,0.123925641,0.101629712,-0.018707197,997.7676857,-0.760684963,cycling
2.81768965,4.817350388,1.176670551,8.639286041,0.670939386,0.272285163,0.482798398,997.9955196,-0.682892164,cycling
2.864895084,-0.914357364,2.092523336,15.36431408,0.29878068,0.283585846,0.04871507,1003.375399,1.143774993,cycling
2.932562333,3.447758436,0.645164788,6.488437653,-0.028404398,0.15080291,-0.093688697,996.5147037,-1.189145274,cycling
2.982563375,4.613661289,1.24366951,9.837791443,0.070552856,0.114075728,-0.054976255,1004.528402,1.532716055,cycling
3.01768965,2.454138756,2.851347208,9.242876053,-0.008170082,-0.099415392,-0.097659208,997.8284597,-0.739930492,cycling
3.032564417,3.798605919,3.100200891,6.478866577,0.021303298,-0.140723944,0.483638316,998.5609387,-0.489985949,cycling
3.082565458,3.068495989,4.408775806,9.212666512,-0.109952509,-0.230823904,-0.158056721,999.6329577,-0.12484021,cycling
3.1325665,2.722434044,3.80907464,8.432307243,0.129881397,0.001985254,0.359330893,999.0913157,-0.309233673,cycling
3.182567542,1.961217284,4.315455437,9.260822296,-0.024662958,0.004581355,0.224333659,1000.906154,0.307813323,cycling
3.21768965,1.600798368,4.329812527,9.503693581,-0.165615961,0.163478002,-0.029167956,998.6767378,-0.45050527,cycling
3.232568583,4.114458561,0.615254521,7.67228651,-0.313822776,0.133928254,-0.333751678,998.3317703,-0.568145911,cycling
3.282569625,2.589632273,4.395615101,11.20110226,-0.086205818,-0.001221695,-0.196463749,999.6407009,-0.122205606,cycling
3.332570667,3.190529823,2.677867651,8.615358353,-0.1937913,0.002214321,-0.425455123,1003.870568,1.310919096,cycling
3.382571709,3.893122435,1.581356645,8.392825127,-0.027259059,-0.09155073,-0.282745928,999.4702901,-0.180196806,cycling
3.41768965,3.273082256,0.190229401,8.760422707,-0.057801422,-0.175694942,-0.092925139,999.0512199,-0.322891571,cycling
3.450215292,3.112763166,4.588237286,7.606483936,0.058641337,-0.009315421,-0.075057857,996.1979851,-1.29761862,cycling
3.500216333,3.295814037,0.883250654,9.585049629,0.025426516,-0.189668074,0.209673315,1001.429511,0.485339818,cycling
3.550217375,3.760320902,2.635993242,8.383254051,0.034818295,0.025655584,0.112854034,998.1998314,-0.61316113,cycling
3.600218417,3.244368315,2.513660192,9.817452431,0.033138465,-0.079410143,0.226547971,1004.241935,1.436165859,cycling
3.61768965,3.341277838,1.791925073,7.364510059,-0.304049224,0.043675579,0.248080343,1002.156372,0.731588861,cycling
3.650219458,0.476769924,2.449054003,11.76969624,-0.027029991,0.005421269,0.178214684,1000.327393,0.111277204,cycling
3.7002205,3.940979004,1.935494423,14.26900005,-0.060015742,0.057419643,-0.085747682,1000.148568,0.050505587,cycling
3.750221542,4.011567116,2.170290232,14.85703564,0.088878274,0.034741938,0.033672955,1000.480301,0.163223807,cycling
3.800222583,3.027518749,1.721336842,8.819046974,-0.010766183,0.041690327,-0.003130592,1002.35522,0.798893353,cycling
3.81768965,2.472084999,3.277568817,7.893622875,0.023670331,-0.027259059,-0.001068983,999.1957937,-0.273650223,cycling
3.850223625,2.566900492,1.514357686,9.872487068,0.042606596,-0.100560732,0.328788549,1001.913082,0.649205852,cycling
3.900224667,5.630012512,3.076272726,11.78883934,0.211734936,0.012216945,0.129881397,1000.530493,0.180271869,cycling
3.978030625,5.019543648,-0.244367018,8.020442009,-0.049784053,0.044515494,0.039705072,999.0798893,-0.313125764,cycling
4.01768965,3.637090445,1.051047325,10.18116093,-0.067193195,0.054518119,0.08712209,1003.345799,1.133778222,cycling
4.028031667,2.576471806,0.038285162,9.972985268,-0.046118967,0.08597675,-0.247393146,999.1065668,-0.304038918,cycling
4.078032708,2.326122761,-0.518345177,8.067102432,-0.014736691,-0.035429142,-0.087503873,996.1302759,-1.320817397,cycling
4.12803375,2.93778801,1.800299883,6.963412762,0.23884128,-0.123009369,0.268925518,1002.613212,0.886176213,cycling
4.178034792,3.918246984,1.372882009,7.506882668,0.054212693,0.072614469,0.103233188,1000.890546,0.302516224,cycling
4.21768965,1.933699846,5.110171795,7.758428097,-0.171037227,0.186919257,-0.167906642,999.8161371,-0.062524876,cycling
4.228035833,4.562215328,-1.091725349,7.036693096,-0.039017867,0.008093726,-0.247622207,1003.704809,1.25498573,cycling
4.278036875,3.768695593,1.904387712,9.238089561,-0.014125843,-0.038865156,-0.009926268,997.6969862,-0.784832169,cycling
4.328037917,2.38474679,3.221337557,9.352945328,-0.034741938,0.004428643,-0.16279079,1002.481362,0.841574865,cycling
4.378038958,4.537090778,1.084546804,8.171489716,-0.205626458,-0.03672719,-0.180887148,1003.893814,1.318761755,cycling
4.41768965,3.252743244,2.633600473,7.169494629,-0.005421269,-0.016263809,-0.189897135,1000.604667,0.205462403,cycling
4.42804,4.656732082,1.12283206,8.615358353,0.044668205,-0.169128329,0.120642334,1003.943694,1.335588736,cycling
4.5028465,3.098406315,1.555035591,8.912366867,-0.117435388,-0.002519745,-0.19119519,1004.655061,1.575387188,cycling
4.552847542,4.677071095,-0.019142581,10.23619652,0.270223558,-0.037490752,0.01046076,1004.734448,1.602126987,cycling
4.602848583,3.561417341,1.673480392,8.652446747,-0.042224817,-0.054365408,0.308325142,1004.497257,1.522221706,cycling
4.61768965,4.259523392,0.366400957,9.412766457,0.074523367,0.038712446,0.170273677,1000.509779,0.173236485,cycling
4.652849625,2.362015009,1.468594909,9.277571678,0.061848287,-0.00167983,0.018554486,1001.290655,0.438257136,cycling
4.702850667,3.603590965,0.397507668,9.134899139,0.158972993,0.223951876,-0.067116842,1004.186956,1.41762953,cycling
4.752851708,3.575774431,2.386840582,8.209774017,-0.118809789,0.026266431,-0.116442762,1001.711228,0.580823654,cycling
4.80285275,4.333701134,-2.103291035,11.79721355,-0.081929892,0.032756682,-0.376281917,995.9709076,-1.375433177,cycling
4.81768965,4.971687317,2.407179594,6.730112553,0.018172706,-0.167601213,0.034360159,1000.528835,0.179708998,cycling
4.852853792,3.11635232,0.535094976,9.033205032,0.120871402,-0.063299045,-0.015118469,998.8606124,-0.387833682,cycling
4.902854833,4.204488277,2.190629244,9.130113602,0.064215317,-0.135608092,0.400486737,999.4721935,-0.179548978,cycling
4.952855875,3.809373617,0.762413144,8.415556908,-0.011911522,0.285342038,-0.222882897,1002.035328,0.690605848,cycling
5.002856917,4.003192425,2.850150824,10.11057281,-0.025350161,-0.077730313,0.121253178,996.0927004,-1.333692995,cycling
5.01768965,3.08285284,4.006482601,7.280761242,-0.053067356,-0.067498624,0.280378878,1000.459174,0.156047459,cycling
5.028006125,2.360818624,1.398006678,8.207381248,0.084144212,0.090787172,0.027259059,1001.768711,0.600300114,cycling
5.052857959,4.517948151,0.697806895,8.85733223,-0.052685577,0.021761434,0.089260057,996.3738758,-1.23736907,cycling
5.078007167,2.976073265,2.761616468,7.521239758,-0.072767183,0.087885648,-0.08933641,998.2121226,-0.608967088,cycling
5.128008208,4.569394112,1.674676776,8.391629219,0.179970875,0.313593715,-0.225555345,996.0196022,-1.358743603,cycling
5.17800925,3.060121059,1.120439172,8.944669724,0.061161082,-0.078341164,0.004123219,1002.866846,0.97194132,cycling
5.21768965,3.397509098,0.683449984,9.565906525,0.103462256,-0.088343784,-0.045660831,1001.493723,0.507108386,cycling
5.228010292,3.341277838,2.263610125,9.622138023,-0.254112452,-0.041919392,-0.103614964,1000.387835,0.131812744,cycling
5.278011333,4.735994339,0.230907381,11.35902786,-0.088649206,0.032603972,-0.248538479,997.7197751,-0.777048316,cycling
5.328012375,3.769891977,2.100898266,8.092226982,0.177145705,0.03840702,-0.105447508,998.7371372,-0.429916288,cycling
5.378013417,2.432603359,2.002493382,9.574281693,0.072843537,-0.049096849,0.004428643,1002.441893,0.828221064,cycling
5.41768965,2.980858803,2.992523909,8.492127419,0.136524364,-0.109341659,0.112701319,996.5020665,-1.193472059,cycling
5.428014459,4.770689964,2.681456804,4.187738895,0.192722306,-0.017867282,0.243651703,996.1779251,-1.304491328,cycling
5.4780155,3.877569199,0.754038215,11.88335514,-0.06291727,-0.047340661,0.060092099,1004.763266,1.61183299,cycling
5.554922375,3.502793312,2.047957182,8.729315758,-0.004428643,-0.026648212,-0.049784053,1004.439164,1.502645336,cycling
5.604923417,2.922234535,3.485744476,9.806684494,0.275110334,0.096284799,0.243193567,999.4434535,-0.189331172,cycling
5.61768965,5.632405281,1.977368832,13.36301708,0.047340661,0.01137703,0.300002366,999.5956249,-0.137543139,cycling
5.654924458,5.580959797,0.681057155,8.287541389,-0.130186826,0.064520739,-0.04871507,1002.989873,1.013526414,cycling
5.7049255,2.804986238,2.881257534,11.58305645,-0.09964446,0.07291989,0.09155073,999.6190676,-0.129566374,cycling
5.754926542,5.116453171,0.637986362,6.781558514,0.088420138,0.161874518,-0.059481252,1004.429572,1.499412761,cycling
5.804927583,2.625524759,3.103790045,8.315058708,-0.02443389,0.109494373,-0.018172706,1001.409645,0.478604806,cycling
5.81768965,4.336093903,2.202593327,10.441082,-0.106669202,0.006490252,-0.426218688,999.2162349,-0.266689164,cycling
5.854928625,4.209274292,1.407577872,9.972985268,-0.043904647,-0.114915639,-0.113617592,997.3170652,-0.91465177,cycling
5.904929667,4.133601189,3.799503326,9.612566948,-0.067804046,0.027869906,-0.217461631,997.8258683,-0.740815397,cycling
5.954930709,1.890329838,3.996911049,6.352943897,0.059557609,-0.033367533,0.077501245,996.262259,-1.27559981,cycling
6.00493175,1.936092615,3.647259951,7.583752155,-0.120413266,0.000229068,-0.113235809,1003.860731,1.307600252,cycling
6.01768965,3.343670607,2.853740215,7.747660637,0.106134713,-0.136295289,-0.004734066,1000.505965,0.171941061,cycling
6.078002583,2.230409861,3.87368083,8.251648903,-0.052838288,-0.037948888,-0.029167956,998.1929197,-0.615519609,cycling
6.128003625,2.71286273,4.114159584,7.618448257,0.109188944,-0.02687728,0.089718193,1001.877239,0.637065426,cycling
6.178004667,2.406282187,4.429114819,6.870092869,-0.245942384,-0.106440134,0.06902574,1003.745256,1.268635806,cycling
6.21768965,3.638286829,2.111665964,13.48864079,0.194783926,0.066582352,-0.06123744,997.6032208,-0.816862771,cycling
6.228005708,1.635494232,4.800002098,7.204190731,-0.217308909,0.059557609,0.081395395,1000.361068,0.122718866,cycling
6.27800675,4.50957346,1.716551185,8.222934723,0.263427883,0.028022617,0.257319421,999.2524966,-0.254341273,cycling
6.328007792,5.189434052,1.164706469,10.9307127,0.035276428,0.079181075,-0.178214684,996.3309501,-1.252070862,cycling
6.378008833,1.697707653,3.477369547,6.197410583,-0.080097347,-0.017485503,0.184552222,1002.733257,0.926774303,cycling
6.41768965,2.821736097,2.202593327,9.339784622,-0.0096972,0.057954133,-0.119496994,1001.640549,0.556872963,cycling
6.428009875,0.111565359,3.214159012,8.312665939,-0.015576605,-0.04214846,-0.008399149,1002.900948,0.983469244,cycling
6.478010917,6.999604225,-1.538285851,13.66211987,-0.120184198,-0.038636088,0.106440134,1003.014383,1.021810006,cycling
6.528011959,2.965305567,0.984048307,10.60259724,-0.18233791,-0.153017238,-0.063222691,1002.513083,0.852306407,cycling
6.604827833,5.882754326,-1.315454245,12.63769245,0.118809789,0.045813546,0.148741305,1002.391341,0.8111164,cycling
6.61768965,2.759522676,0.743270516,7.389634609,0.129881397,0.017714571,0.16256173,1000.614863,0.208925066,cycling
6.654828875,1.703689694,4.030410767,7.856534004,0.09101624,0.087885648,0.098957255,997.8754014,-0.723901527,cycling
6.704829917,2.116750717,2.379662037,6.742076874,-0.101629712,0.120031483,-0.05856498,1002.207489,0.748893002,cycling
6.754830958,3.929014683,3.10259366,8.517251968,-0.022066858,0.053296424,-0.109188944,998.434191,-0.533209968,cycling
6.804832,1.907079697,4.511667252,6.275177479,-0.136295289,-0.007941014,-0.081929892,996.4551269,-1.20954454,cycling
6.81768965,3.285046339,2.708974361,10.0890379,0.015042114,-0.012446013,-0.154009864,1002.807579,0.951904175,cycling
6.854833042,3.585345745,4.029214382,8.838189125,0.113693945,-0.096666582,0.028480753,1000.418561,0.142251183,cycling
6.904834083,4.93579483,3.470191002,14.75504208,-0.034589227,-0.008475506,-0.033596598,1000.579094,0.196778095,cycling
6.954835125,1.080060363,6.623332977,6.57218647,0.184475869,0.072614469,0.03672719,1002.643733,0.896499073,cycling
7.004836167,3.043371201,1.527518153,8.988937378,-0.045584477,-0.055434387,0.074905142,1001.642965,0.557691844,cycling
7.01768965,1.530210137,4.374079704,8.238488197,-0.170731813,0.012751437,-0.092314295,996.0118945,-1.361385206,cycling
7.054837209,2.474776745,2.263610125,8.330612183,0.003130592,-0.036039989,0.00297788,1000.828912,0.281596657,cycling
7.127948,3.096013308,2.045564175,11.68235874,0.138356909,-0.015500249,0.111021489,997.4884022,-0.856093411,cycling
7.177949042,2.114357948,1.15393877,8.707780838,-0.050242186,0.020005248,-0.090634465,997.0915461,-0.991758819,cycling
7.21768965,0.998704374,3.287140131,5.786742687,-0.13751699,-0.033062108,-0.004428643,999.8193974,-0.061415984,cycling
7.227950083,5.415854931,1.191027522,10.70668507,0.401479363,-0.082158953,0.212422132,1000.8977,0.304944229,cycling
7.277951125,3.562613726,2.987738132,10.78564835,0.330086589,0.160041988,0.14690876,1004.180966,1.415609688,cycling
7.327952167,2.342872381,4.053142548,10.06152058,-0.141487494,0.072690822,0.120718688,1000.275717,0.093717976,cycling
7.377953208,-0.064307109,4.680361271,6.858129025,0.054670829,0.289847016,-0.029244313,998.5243401,-0.502465819,cycling
7.41768965,2.48195529,1.029511929,9.840184212,0.017027367,0.040621344,-0.11888615,1000.212649,0.072285252,cycling
7.42795425,4.258327007,-1.015154958,9.521639824,-0.024357535,-0.005497625,-0.097811915,998.3262623,-0.570024891,cycling
7.477955292,3.014358282,2.463410854,7.482954502,-0.011529742,-0.036116343,-0.184094086,1002.425744,0.822757046,cycling
7.527956334,3.670589924,1.769193292,12.2162571,0.015500249,-0.112854034,0.123925641,1000.722543,0.245487171,cycling
7.577957375,-0.14925231,5.973083496,2.420639277,-0.193944007,-0.104454882,0.020768806,999.9379118,-0.021111283,cycling
7.61768965,2.462513685,3.234498024,5.078167915,0.074523367,0.036650836,0.065055236,1000.777362,0.264097619,cycling
7.627958417,3.005983353,2.933899641,8.38923645,0.110410646,0.059557609,0.193027735,1003.079411,1.04378563,cycling
7.655133833,4.122833252,2.859722137,10.1524477,-0.282516867,0.088267431,-0.217843398,1002.11331,0.717010125,cycling
7.677959459,3.075674295,3.44985199,6.576972008,0.067040488,0.099873528,-0.167830288,998.495469,-0.512311324,cycling
7.705134875,-0.173180535,3.862913132,9.514460564,-0.382772177,-0.124841906,0.095063105,999.5250966,-0.161543871,cycling
7.755135917,2.019841433,5.553143024,6.072983742,0.304965496,-0.000687203,-0.103920393,1001.609487,0.54634638,cycling
7.805136958,0.847956538,4.456632137,3.714857101,0.290992349,0.093459629,-0.127438009,998.3837845,-0.550402833,cycling
7.81768965,5.496014595,2.713759899,6.90718174,0.20264858,-0.012522369,0.257701188,996.7952626,-1.093113872,cycling
7.855138,4.100101471,3.211766243,4.890331268,0.007101099,0.018019995,-0.011300675,1004.234447,1.433641317,cycling
7.905139042,-0.908375323,6.286842346,6.089733601,-0.234488994,-0.028328042,-0.158056721,999.9835564,-0.005590906,cycling
7.955140083,3.824927092,2.254039049,8.061120033,-0.171724439,0.024510246,-0.041384902,1001.002482,0.34050248,cycling
8.005141125,2.718844652,2.202593327,6.446563244,0.097048357,0.1575986,-0.101095222,1002.235639,0.758421622,cycling
8.01768965,1.858026743,1.192223907,5.618048668,0.085213192,0.057190575,-0.278088212,997.4887884,-0.855961439,cycling
8.055142167,-0.256929338,6.154040813,1.853241086,0.174625963,-0.175007746,-0.034741938,1003.221783,1.091888343,cycling
8.105143209,5.877968788,5.21306324,11.80319595,0.044897273,-0.159278423,0.195242062,1003.524355,1.194072452,cycling
8.178158375,-0.658026218,4.740181446,5.681458473,-0.090939887,0.028251685,-0.011529742,1000.512591,0.174191799,cycling
8.21768965,1.304985642,4.172783375,6.866503716,-0.132019371,-0.079486497,0.185010359,1001.635935,0.555309482,cycling
8.228159417,0.638285458,4.329812527,9.888040543,-0.037032615,0.138662323,-0.151719183,997.4388772,-0.87301767,cycling
8.278160458,3.774677753,4.202693939,11.69551849,0.163936138,0.057572354,-0.069789298,998.9872333,-0.344689763,cycling
8.3281615,1.43808639,4.121337891,10.06510925,0.051463883,0.01885991,-0.015194826,997.2163731,-0.949075028,cycling
8.378162542,3.747160196,3.033201694,7.180262566,0.173862398,-0.1291942,0.120947756,1000.197991,0.067303503,cycling
8.41768965,6.524330139,7.761718273,0.671784937,-0.168517485,-0.21463646,0.16149275,998.3064755,-0.576775122,cycling
8.428163583,1.299003601,1.928315997,6.683452606,0.052838288,0.091703445,0.067116842,1003.944673,1.335919214,cycling
8.478164625,2.536990166,2.865704298,8.201399803,-0.004428643,0.024815669,0.390331388,1004.471592,1.51357334,cycling
8.528165667,2.742773056,4.473381996,6.416353703,0.036803547,0.210895017,-0.160500124,996.8171361,-1.085629149,cycling
8.578166709,1.426122308,7.018148899,6.404389858,-0.00038178,-0.067498624,0.032909397,996.1821,-1.303060948,cycling
8.61768965,4.494019985,0.478863627,8.384450912,-0.011911522,0.098117344,0.108272679,1000.527485,0.179250422,cycling
8.62816775,1.190130115,3.897608995,9.35174942,0.002443389,-0.049860407,-0.252508998,997.7305098,-0.773381854,cycling
8.706105625,2.709273338,5.586642742,11.10538864,0.019088976,-0.156529605,0.008933641,999.5943572,-0.137974535,cycling
8.756106667,-0.25453651,5.325525761,8.839385986,0.161416382,0.078112096,0.170502737,996.7735242,-1.100552687,cycling
8.806107708,2.006680965,6.089434624,7.201797962,-0.060092099,0.098651834,0.11942064,1002.691493,0.91265118,cycling
8.81768965,1.599601984,4.280460835,6.457331181,-0.114381149,0.017561859,-0.068338536,996.8522737,-1.073606344,cycling
8.85610875,3.195315599,2.264806747,10.27807045,-0.098728187,0.014889402,0.093612343,998.077936,-0.654760254,cycling
8.906109792,4.23918438,1.94865489,6.553043842,-0.024892027,0.028328042,0.054518119,998.0585911,-0.661362998,cycling
8.956110833,4.986044407,4.188336849,9.488140106,-0.001068983,0.014049487,-0.264420509,1001.288096,0.437389394,cycling
9.006111875,1.908276081,4.767699242,10.27687454,0.145992488,-0.006795676,0.071392775,998.4506727,-0.527588676,cycling
9.01768965,2.273480654,1.840977907,8.003692627,0.076203197,-0.09964446,-0.002596101,998.7349786,-0.430652053,cycling
9.056112917,4.104887009,5.245366573,9.580264091,-0.192645952,-0.042072106,0.166914016,1002.570897,0.87186344,cycling
9.106113959,3.466900826,5.03599453,5.964110374,0.003741439,-0.038788799,0.205397397,1002.406959,0.816401183,cycling
9.156115,-0.44745782,5.248955727,8.175078392,-0.151642829,0.169204697,-0.258006603,998.364306,-0.557047117,cycling
9.206116042,2.50707984,3.093022346,7.135995388,0.039476003,0.009926268,-0.043141089,1002.029832,0.68874479,cycling
9.21768965,3.197708368,2.847758055,9.03081131,-0.111250557,0.016492875,-0.026037365,1004.69133,1.587604198,cycling
9.225289167,2.874378204,0.980459094,8.902795792,-0.160729185,-0.120107844,-0.288090825,1002.011115,0.682406565,cycling
9.256117084,2.650649309,2.549552441,5.438586712,0.248614833,-0.030771431,0.082082599,996.7089319,-1.122657906,cycling
9.275290208,1.998306036,4.869693279,4.477270126,-0.048027866,-0.113235809,0.060855657,1000.152647,0.051891899,cycling
9.32529125,3.839283943,2.669492722,5.51994276,-0.03061872,0.00335966,0.114381149,1004.349229,1.472334198,cycling
9.375292292,3.744767427,3.35413909,11.43440247,0.160118341,-0.012980504,-0.020387027,999.4549897,-0.185404565,cycling
9.41768965,0.457627326,5.140082359,5.461318493,-0.064368032,0.063222691,0.043751936,1003.788888,1.283359342,cycling
9.425293333,0.76271224,3.987339735,6.226124287,-0.034971006,-0.085518613,0.166837662,1001.158142,0.393312634,cycling
9.475294375,2.460120678,1.4267205,4.427021027,-0.056579728,0.067804046,-0.221890271,998.5949499,-0.47838919,cycling
9.525295417,2.021037817,2.804687262,8.88604641,0.25472331,-0.055739813,0.171648085,1002.855663,0.968160808,cycling
9.575296458,4.291826725,4.880460739,9.090632439,-0.040392276,-0.003741439,0.021379653,1001.61181,0.547133467,cycling
9.61768965,1.322931767,4.644468784,8.961420059,0.002596101,-0.046042614,0.15836215,1002.157306,0.731905188,cycling
9.6252975,2.407478571,1.169492126,12.78245831,-0.081777178,-0.042835664,0.102164201,996.884744,-1.062496993,cycling
9.675298542,2.052144527,3.546761274,6.345765591,-0.046348035,0.020997874,0.259610087,1003.391189,1.149107292,cycling
9.744766917,3.37238431,3.0463624,5.695815086,-0.246324152,0.111021489,0.060855657,997.1674439,-0.965804767,cycling
9.794767958,4.198506355,1.880459547,10.28883839,0.382314026,0.079410143,0.031916771,1000.632721,0.214989047,cycling
9.81768965,6.862914562,1.149153113,12.80519009,0.104378529,0.152177319,0.118809789,999.5443957,-0.154976058,cycling
